Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776955606,5,,Aggregated,2.300000,0.000000,9,35,65,77,120,130,190,200,200,200,200,79,0,9,37.53119148090655,3.9634210006624926,202.3567849992105,2297.1139240506327
1776955607,5,,Aggregated,2.500000,0.000000,9,29,65,77,120,130,190,200,200,200,200,80,0,9,37.19573522489554,3.9634210006624926,202.3567849992105,2303.025
1776955608,5,,Aggregated,2.300000,0.000000,9,29,65,77,110,130,190,200,200,200,200,84,0,9,36.78779615466694,3.9634210006624926,202.3567849992105,2338.8571428571427
1776955609,5,,Aggregated,2.300000,0.000000,9,17,63,72,110,130,190,200,200,200,200,86,0,8,36.10352195339019,3.9634210006624926,202.3567849992105,2324.4767441860463
1776955610,5,,Aggregated,2.300000,0.000000,9,16,62,72,110,130,190,200,200,200,200,89,0,9,35.17094466281306,3.9634210006624926,202.3567849992105,2348.370786516854
1776955611,5,,Aggregated,2.300000,0.000000,9,16,63,72,110,130,190,200,200,200,200,92,0,9,35.4512138151024,3.9634210006624926,202.3567849992105,2374.532608695652
1776955612,5,,Aggregated,2.300000,0.000000,9,17,63,77,110,130,190,200,200,200,200,94,0,9,35.77272785092801,3.9634210006624926,202.3567849992105,2368.308510638298
1776955611,5,,Aggregated,2.300000,0.000000,9,17,63,77,110,130,190,200,200,200,200,97,0,9,35.925926144214436,3.9634210006624926,202.3567849992105,2340.8350515463917
1776955612,5,,Aggregated,2.300000,0.000000,9,16,63,77,110,130,190,200,200,200,200,98,0,9,35.621606826401944,3.9634210006624926,202.3567849992105,2349.2448979591836
1776955613,5,,Aggregated,2.400000,0.000000,9,15,62,72,110,120,160,190,200,200,200,101,0,9,34.741857346408224,3.791045999605558,202.3567849992105,2365.6534653465346
1776955614,5,,Aggregated,2.400000,0.000000,9,15,62,72,110,120,160,190,200,200,200,102,0,9,34.480229490059976,3.791045999605558,202.3567849992105,2345.1666666666665
1776955615,5,,Aggregated,2.700000,0.000000,9,15,62,77,110,120,160,190,200,200,200,105,0,9,34.3813349998527,3.791045999605558,202.3567849992105,2347.961904761905
1776955616,5,,Aggregated,2.700000,0.000000,8,13,62,72,110,120,160,190,200,200,200,108,0,8,33.53624517578484,3.515675000016927,202.3567849992105,2370.6574074074074
1776955617,5,,Aggregated,2.600000,0.000000,8,13,61,68,110,120,160,190,200,200,200,111,0,8,32.77080821607268,3.515675000016927,202.3567849992105,2411.252252252252
1776955618,5,,Aggregated,2.700000,0.000000,8,11,57,68,110,120,160,190,200,200,200,115,0,8,31.83562970421601,3.515675000016927,202.3567849992105,2455.9304347826087
1776955619,5,,Aggregated,3.000000,0.000000,8,11,52,65,110,120,160,190,200,200,200,118,0,8,31.56145099139887,3.515675000016927,202.3567849992105,2452.2542372881358
1776955620,5,,Aggregated,2.800000,0.000000,8,10,51,65,97,120,160,190,200,200,200,121,0,8,30.910091297398537,3.515675000016927,202.3567849992105,2487.471074380165
1776955621,5,,Aggregated,2.900000,0.000000,8,11,51,65,97,120,160,190,200,200,200,122,0,8,31.07433252447007,3.515675000016927,202.3567849992105,2475.2704918032787
1776955622,5,,Aggregated,2.900000,0.000000,8,11,51,65,97,120,160,190,200,200,200,125,0,8,30.87985369587841,3.515675000016927,202.3567849992105,2474.496
1776955623,5,,Aggregated,2.900000,0.000000,8,11,51,63,97,120,160,190,200,200,200,129,0,8,30.548937984377524,3.515675000016927,202.3567849992105,2453.6589147286822
1776955624,5,,Aggregated,2.900000,0.000000,8,10,51,63,97,120,160,190,200,200,200,130,0,8,30.35221265373156,3.515675000016927,202.3567849992105,2459.130769230769
1776955625,5,,Aggregated,2.700000,0.000000,8,10,51,62,94,120,160,190,200,200,200,131,0,8,30.16112496935483,3.515675000016927,202.3567849992105,2464.5190839694656
1776955626,5,,Aggregated,2.800000,0.000000,8,10,51,62,94,120,160,190,200,200,200,134,0,8,29.66001235062553,3.515675000016927,202.3567849992105,2452.7462686567164
1776955627,5,,Aggregated,2.700000,0.000000,8,10,49,61,94,120,160,190,200,200,200,137,0,8,29.164915518126392,3.515675000016927,202.3567849992105,2468.3430656934306
1776955628,5,,Aggregated,2.700000,0.000000,8,10,49,61,94,120,160,190,200,200,200,139,0,8,28.844171834417278,3.515675000016927,202.3567849992105,2472.68345323741
1776955629,5,,Aggregated,2.500000,0.000000,8,10,51,62,94,120,160,190,200,200,200,143,0,8,29.59868665722523,3.515675000016927,202.3567849992105,2441.5524475524476
1776955630,5,,Aggregated,2.500000,0.000000,8,10,51,62,94,120,160,190,200,200,200,143,0,8,29.59868665722523,3.515675000016927,202.3567849992105,2441.5524475524476
1776955631,5,,Aggregated,2.600000,0.000000,8,10,52,65,94,120,160,190,200,200,200,148,0,8,30.240849290441624,3.515675000016927,202.3567849992105,2439.1013513513512
1776955632,5,,Aggregated,2.500000,0.000000,8,11,52,65,94,120,160,190,200,200,200,150,0,8,30.349402346570667,3.515675000016927,202.3567849992105,2415.08
